Attractor #,Associated Cell Fate,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1,
810,,2.2252e-09,0,1,1,0,0,1,0,1,0,0,1,
811,,1.701e-12,0,1,1,0,0,1,0,1,0,1,0,
812,,1.625e-09,0,1,1,0,0,1,0,1,0,1,1,
813,,3.3197e-11,0,1,1,0,0,1,0,1,1,0,0,
814,,2.25e-12,0,1,1,0,0,1,0,1,1,0,1,
815,,2.2972e-15,0,1,1,0,0,1,0,1,1,1,0,
816,,1.9107e-13,0,1,1,0,0,1,0,1,1,1,1,
817,,1.167e-07,0,1,1,0,0,1,1,0,0,0,0,
818,,3.0432e-11,0,1,1,0,0,1,1,0,0,0,1,
819,,1.1128e-07,0,1,1,0,0,1,1,0,0,1,0,
820,,1.7968e-10,0,1,1,0,0,1,1,0,0,1,1,
821,,1.0978e-07,0,1,1,0,0,1,1,0,1,0,0,
822,,2.9324e-10,0,1,1,0,0,1,1,0,1,0,1,
823,,4.0978e-10,0,1,1,0,0,1,1,0,1,1,0,
824,,1.7959e-11,0,1,1,0,0,1,1,0,1,1,1,
825,,9.6874e-12,0,1,1,0,0,1,1,1,0,0,0,
826,,1.6879e-10,0,1,1,0,0,1,1,1,0,0,1,
827,,2.4189e-09,0,1,1,0,0,1,1,1,0,1,0,
828,,5.9479e-07,0,1,1,0,0,1,1,1,0,1,1,
829,,3.2305e-11,0,1,1,0,0,1,1,1,1,0,0,
830,,2.7716e-10,0,1,1,0,0,1,1,1,1,0,1,
831,,2.6777e-12,0,1,1,0,0,1,1,1,1,1,0,
832,,1.9443e-10,0,1,1,0,0,1,1,1,1,1,1,
833,,5.8701e-05,0,1,1,0,1,0,0,0,0,0,0,
834,,5.8761e-08,0,1,1,0,1,0,0,0,0,0,1,
835,,2.7115e-09,0,1,1,0,1,0,0,0,0,1,0,
836,,2.719e-12,0,1,1,0,1,0,0,0,0,1,1,
837,Excited G1 state,0.00070765,0,1,1,0,1,0,0,0,1,0,0,
838,,7.0835e-07,0,1,1,0,1,0,0,0,1,0,1,
839,,1.169e-11,0,1,1,0,1,0,0,0,1,1,0,
840,,1.1705e-14,0,1,1,0,1,0,0,0,1,1,1,
841,,3.4128e-07,0,1,1,0,1,0,0,1,0,0,0,
842,,3.6575e-10,0,1,1,0,1,0,0,1,0,0,1,
843,,1.5983e-11,0,1,1,0,1,0,0,1,0,1,0,
844,,2.13e-11,0,1,1,0,1,0,0,1,0,1,1,
845,,1.9152e-07,0,1,1,0,1,0,0,1,1,0,0,
846,,1.92e-10,0,1,1,0,1,0,0,1,1,0,1,
847,,3.42e-14,0,1,1,0,1,0,0,1,1,1,0,
848,,1.0351e-15,0,1,1,0,1,0,0,1,1,1,1,
849,,5.8762e-08,0,1,1,0,1,0,1,0,0,0,0,
850,,5.882e-11,0,1,1,0,1,0,1,0,0,0,1,
851,,2.7219e-12,0,1,1,0,1,0,1,0,0,1,0,
852,,2.7337e-15,0,1,1,0,1,0,1,0,0,1,1,
853,,7.0848e-07,0,1,1,0,1,0,1,0,1,0,0,
854,,7.0907e-10,0,1,1,0,1,0,1,0,1,0,1,
855,,1.7985e-14,0,1,1,0,1,0,1,0,1,1,0,
856,,1.8998e-17,0,1,1,0,1,0,1,0,1,1,1,
857,,3.4164e-10,0,1,1,0,1,0,1,1,0,0,0,
858,,3.661e-13,0,1,1,0,1,0,1,1,0,0,1,
859,,1.6053e-14,0,1,1,0,1,0,1,1,0,1,0,
860,,2.2509e-14,0,1,1,0,1,0,1,1,0,1,1,
861,,1.9172e-10,0,1,1,0,1,0,1,1,1,0,0,
862,,1.9196e-13,0,1,1,0,1,0,1,1,1,0,1,
863,,3.7352e-17,0,1,1,0,1,0,1,1,1,1,0,
864,,8.8326e-18,0,1,1,0,1,0,1,1,1,1,1,
865,,5.8868e-08,0,1,1,0,1,1,0,0,0,0,0,
866,,1.1737e-10,0,1,1,0,1,1,0,0,0,0,1,
867,,2.7222e-12,0,1,1,0,1,1,0,0,0,1,0,
868,,5.5122e-15,0,1,1,0,1,1,0,0,0,1,1,
869,,4.8438e-06,0,1,1,0,1,1,0,0,1,0,0,
870,,5.2883e-09,0,1,1,0,1,1,0,0,1,0,1,
871,,9.1187e-12,0,1,1,0,1,1,0,0,1,1,0,
872,,1.1692e-14,0,1,1,0,1,1,0,0,1,1,1,
873,,3.4166e-10,0,1,1,0,1,1,0,1,0,0,0,
874,,2.7967e-10,0,1,1,0,1,1,0,1,0,0,1,
875,,1.6054e-14,0,1,1,0,1,1,0,1,0,1,0,
876,,3.5969e-14,0,1,1,0,1,1,0,1,0,1,1,
877,,2.244e-10,0,1,1,0,1,1,0,1,1,0,0,
878,,2.7979e-10,0,1,1,0,1,1,0,1,1,0,1,
879,,4.6618e-16,0,1,1,0,1,1,0,1,1,1,0,
880,,1.2862e-14,0,1,1,0,1,1,0,1,1,1,1,
881,,5.8976e-08,0,1,1,0,1,1,1,0,0,0,0,
882,,2.7989e-12,0,1,1,0,1,1,1,0,0,0,1,
883,,1.6903e-10,0,1,1,0,1,1,1,0,0,1,0,
884,,7.8307e-14,0,1,1,0,1,1,1,0,0,1,1,
885,,2.9045e-06,0,1,1,0,1,1,1,0,1,0,0,
886,,1.3361e-10,0,1,1,0,1,1,1,0,1,0,1,
887,,1.3981e-10,0,1,1,0,1,1,1,0,1,1,0,
888,,2.4225e-14,0,1,1,0,1,1,1,0,1,1,1,
889,,3.4212e-10,0,1,1,0,1,1,1,1,0,0,0,
890,,3.3578e-13,0,1,1,0,1,1,1,1,0,0,1,
891,,1.1812e-12,0,1,1,0,1,1,1,1,0,1,0,
892,,2.4605e-11,0,1,1,0,1,1,1,1,0,1,1,
893,,1.9381e-10,0,1,1,0,1,1,1,1,1,0,0,
894,,3.6443e-13,0,1,1,0,1,1,1,1,1,0,1,
895,,1.3002e-14,0,1,1,0,1,1,1,1,1,1,0,
896,,1.6824e-13,0,1,1,0,1,1,1,1,1,1,1,
897,Excited G1 state,0.0010474,0,1,1,1,0,0,0,0,0,0,0,
898,,1.0526e-06,0,1,1,1,0,0,0,0,0,0,1,
899,,2.348e-07,0,1,1,1,0,0,0,0,0,1,0,
900,,5.1516e-08,0,1,1,1,0,0,0,0,0,1,1,
901,,0.00011366,0,1,1,1,0,0,0,0,1,0,0,
902,,1.1378e-07,0,1,1,1,0,0,0,0,1,0,1,
903,,4.8551e-09,0,1,1,1,0,0,0,0,1,1,0,
904,,4.8657e-12,0,1,1,1,0,0,0,0,1,1,1,
905,S phase,0.0011276,0,1,1,1,0,0,0,1,0,0,0,
906,,6.0888e-05,0,1,1,1,0,0,0,1,0,0,1,
907,,1.178e-06,0,1,1,1,0,0,0,1,0,1,0,
908,G2 phase,0.0011247,0,1,1,1,0,0,0,1,0,1,1,
909,,3.3192e-07,0,1,1,1,0,0,0,1,1,0,0,
910,,6.173e-10,0,1,1,1,0,0,0,1,1,0,1,
911,,2.233e-10,0,1,1,1,0,0,0,1,1,1,0,
912,,1.2382e-10,0,1,1,1,0,0,0,1,1,1,1,
913,,1.0485e-06,0,1,1,1,0,0,1,0,0,0,0,
914,,1.2951e-09,0,1,1,1,0,0,1,0,0,0,1,
915,,2.4619e-10,0,1,1,1,0,0,1,0,0,1,0,
916,,2.1915e-10,0,1,1,1,0,0,1,0,0,1,1,
917,,1.1379e-07,0,1,1,1,0,0,1,0,1,0,0,
918,,1.198e-10,0,1,1,1,0,0,1,0,1,0,1,
919,,4.8699e-12,0,1,1,1,0,0,1,0,1,1,0,
920,,5.4869e-15,0,1,1,1,0,0,1,0,1,1,1,
921,,1.1287e-06,0,1,1,1,0,0,1,1,0,0,0,
922,,6.0951e-08,0,1,1,1,0,0,1,1,0,0,1,
923,,1.292e-09,0,1,1,1,0,0,1,1,0,1,0,
924,,2.255e-06,0,1,1,1,0,0,1,1,0,1,1,
925,,3.3227e-10,0,1,1,1,0,0,1,1,1,0,0,
926,,9.0146e-13,0,1,1,1,0,0,1,1,1,0,1,
927,,4.3499e-13,0,1,1,1,0,0,1,1,1,1,0,
928,,2.5745e-13,0,1,1,1,0,0,1,1,1,1,1,
929,,2.3182e-06,0,1,1,1,0,1,0,0,0,0,0,
930,,4.9565e-09,0,1,1,1,0,1,0,0,0,0,1,
931,,3.0276e-10,0,1,1,1,0,1,0,0,0,1,0,
932,,5.3154e-11,0,1,1,1,0,1,0,0,0,1,1,
933,,1.1585e-06,0,1,1,1,0,1,0,0,1,0,0,
934,,2.2236e-09,0,1,1,1,0,1,0,0,1,0,1,
935,,4.2104e-11,0,1,1,1,0,1,0,0,1,1,0,
936,,5.1177e-14,0,1,1,1,0,1,0,0,1,1,1,
937,,1.1276e-06,0,1,1,1,0,1,0,1,0,0,0,
938,,1.3043e-06,0,1,1,1,0,1,0,1,0,0,1,
939,,1.2329e-09,0,1,1,1,0,1,0,1,0,1,0,
940,,1.1288e-06,0,1,1,1,0,1,0,1,0,1,1,
941,,1.0719e-09,0,1,1,1,0,1,0,1,1,0,0,
942,,1.2732e-10,0,1,1,1,0,1,0,1,1,0,1,
943,,1.9368e-13,0,1,1,1,0,1,0,1,1,1,0,
944,,3.1873e-13,0,1,1,1,0,1,0,1,1,1,1,
945,,8.2375e-07,0,1,1,1,0,1,1,0,0,0,0,
946,,4.2147e-11,0,1,1,1,0,1,1,0,0,0,1,
947,,2.3114e-07,0,1,1,1,0,1,1,0,0,1,0,
948,,2.9837e-09,0,1,1,1,0,1,1,0,0,1,1,
949,,1.164e-07,0,1,1,1,0,1,1,0,1,0,0,
950,,5.582e-10,0,1,1,1,0,1,1,0,1,0,1,
951,,1.2164e-10,0,1,1,1,0,1,1,0,1,1,0,
952,,9.8221e-13,0,1,1,1,0,1,1,0,1,1,1,
953,,2.9933e-09,0,1,1,1,0,1,1,1,0,0,0,
954,,1.5389e-09,0,1,1,1,0,1,1,1,0,0,1,
955,,1.2292e-06,0,1,1,1,0,1,1,1,0,1,0,
956,,6.268e-05,0,1,1,1,0,1,1,1,0,1,1,
957,,1.1627e-10,0,1,1,1,0,1,1,1,1,0,0,
958,,2.7794e-10,0,1,1,1,0,1,1,1,1,0,1,
959,,3.6433e-10,0,1,1,1,0,1,1,1,1,1,0,
960,,2.6675e-10,0,1,1,1,0,1,1,1,1,1,1,
961,,9.2894e-07,0,1,1,1,1,0,0,0,0,0,0,
962,,9.2988e-10,0,1,1,1,1,0,0,0,0,0,1,
963,,1.9132e-11,0,1,1,1,1,0,0,0,0,1,0,
964,,2.2403e-14,0,1,1,1,1,0,0,0,0,1,1,
965,Excited G1 state,0.00070843,0,1,1,1,1,0,0,0,1,0,0,
966,,7.0914e-07,0,1,1,1,1,0,0,0,1,0,1,
967,,6.2808e-12,0,1,1,1,1,0,0,0,1,1,0,
968,,6.2873e-15,0,1,1,1,1,0,0,0,1,1,1,
969,,5.8325e-05,0,1,1,1,1,0,0,1,0,0,0,
970,,5.8409e-08,0,1,1,1,1,0,0,1,0,0,1,
971,,2.7729e-09,0,1,1,1,1,0,0,1,0,1,0,
972,,7.3894e-11,0,1,1,1,1,0,0,1,0,1,1,
973,,8.2448e-07,0,1,1,1,1,0,0,1,1,0,0,
974,,8.2565e-10,0,1,1,1,1,0,0,1,1,0,1,
975,,5.4767e-12,0,1,1,1,1,0,0,1,1,1,0,
976,,8.6891e-15,0,1,1,1,1,0,0,1,1,1,1,
977,,9.2991e-10,0,1,1,1,1,0,1,0,0,0,0,
978,,9.4166e-13,0,1,1,1,1,0,1,0,0,0,1,
979,,1.9691e-14,0,1,1,1,1,0,1,0,0,1,0,
980,,3.2472e-17,0,1,1,1,1,0,1,0,0,1,1,
981,,7.0917e-07,0,1,1,1,1,0,1,0,1,0,0,
982,,7.0987e-10,0,1,1,1,1,0,1,0,1,0,1,
983,,7.9904e-15,0,1,1,1,1,0,1,0,1,1,0,
984,,6.769e-18,0,1,1,1,1,0,1,0,1,1,1,
985,,5.8386e-08,0,1,1,1,1,0,1,1,0,0,0,
986,,5.8468e-11,0,1,1,1,1,0,1,1,0,0,1,
987,,2.7858e-12,0,1,1,1,1,0,1,1,0,1,0,
988,,7.5591e-14,0,1,1,1,1,0,1,1,0,1,1,
989,,8.2546e-10,0,1,1,1,1,0,1,1,1,0,0,
990,,8.262e-13,0,1,1,1,1,0,1,1,1,0,1,
991,,5.8082e-15,0,1,1,1,1,0,1,1,1,1,0,
992,,1.6727e-17,0,1,1,1,1,0,1,1,1,1,1,
993,,4.0345e-09,0,1,1,1,1,1,0,0,0,0,0,
994,,4.8738e-12,0,1,1,1,1,1,0,0,0,0,1,
995,,7.7539e-14,0,1,1,1,1,1,0,0,0,1,0,
996,,1.7204e-16,0,1,1,1,1,1,0,0,0,1,1,
997,,6.2657e-06,0,1,1,1,1,1,0,0,1,0,0,
998,,6.6568e-09,0,1,1,1,1,1,0,0,1,0,1,
999,,9.1505e-12,0,1,1,1,1,1,0,0,1,1,0,
1000,,9.1859e-15,0,1,1,1,1,1,0,0,1,1,1,
1001,,5.8388e-08,0,1,1,1,1,1,0,1,0,0,0,
1002,,4.5621e-10,0,1,1,1,1,1,0,1,0,0,1,
1003,,2.7856e-12,0,1,1,1,1,1,0,1,0,1,0,
1004,,1.4688e-13,0,1,1,1,1,1,0,1,0,1,1,
1005,,1.321e-09,0,1,1,1,1,1,0,1,1,0,0,
1006,,3.42e-10,0,1,1,1,1,1,0,1,1,0,1,
1007,,1.2004e-14,0,1,1,1,1,1,0,1,1,1,0,
1008,,1.5663e-14,0,1,1,1,1,1,0,1,1,1,1,
1009,,9.2599e-10,0,1,1,1,1,1,1,0,0,0,0,
1010,,4.3974e-14,0,1,1,1,1,1,1,0,0,0,1,
1011,,1.1245e-11,0,1,1,1,1,1,1,0,0,1,0,
1012,,5.5438e-15,0,1,1,1,1,1,1,0,0,1,1,
1013,,7.1711e-07,0,1,1,1,1,1,1,0,1,0,0,
1014,,3.4332e-11,0,1,1,1,1,1,1,0,1,0,1,
1015,,3.2692e-11,0,1,1,1,1,1,1,0,1,1,0,
1016,,2.1119e-15,0,1,1,1,1,1,1,0,1,1,1,
1017,,5.8423e-08,0,1,1,1,1,1,1,1,0,0,0,
1018,,3.1011e-12,0,1,1,1,1,1,1,1,0,0,1,
1019,,2.1872e-10,0,1,1,1,1,1,1,1,0,1,0,
1020,,3.0517e-11,0,1,1,1,1,1,1,1,0,1,1,
1021,,8.8681e-10,0,1,1,1,1,1,1,1,1,0,0,
1022,,4.0296e-13,0,1,1,1,1,1,1,1,1,0,1,
1023,,5.2195e-13,0,1,1,1,1,1,1,1,1,1,0,
1024,,1.7059e-13,0,1,1,1,1,1,1,1,1,1,1,
1025,,8.2667e-05,1,0,0,0,0,0,0,0,0,0,0,
1026,,1.1105e-07,1,0,0,0,0,0,0,0,0,0,1,
1027,,8.1952e-08,1,0,0,0,0,0,0,0,0,1,0,
1028,,1.7284e-10,1,0,0,0,0,0,0,0,0,1,1,
1029,,7.7709e-05,1,0,0,0,0,0,0,0,1,0,0,
1030,,7.7943e-08,1,0,0,0,0,0,0,0,1,0,1,
1031,,3.66e-09,1,0,0,0,0,0,0,0,1,1,0,
1032,,3.7724e-12,1,0,0,0,0,0,0,0,1,1,1,
1033,,8.2284e-08,1,0,0,0,0,0,0,1,0,0,0,
1034,,5.793e-08,1,0,0,0,0,0,0,1,0,0,1,
1035,,8.595e-11,1,0,0,0,0,0,0,1,0,1,0,
1036,,8.2127e-08,1,0,0,0,0,0,0,1,0,1,1,
1037,,3.6987e-09,1,0,0,0,0,0,0,1,1,0,0,
1038,,6.4945e-12,1,0,0,0,0,0,0,1,1,0,1,
1039,,3.2418e-13,1,0,0,0,0,0,0,1,1,1,0,
1040,,3.7987e-12,1,0,0,0,0,0,0,1,1,1,1,
1041,,8.275e-08,1,0,0,0,0,0,1,0,0,0,0,
1042,,7.6298e-09,1,0,0,0,0,0,1,0,0,0,1,
1043,,9.1085e-11,1,0,0,0,0,0,1,0,0,1,0,
1044,,8.2967e-08,1,0,0,0,0,0,1,0,0,1,1,
1045,,7.7798e-08,1,0,0,0,0,0,1,0,1,0,0,
1046,,1.1508e-07,1,0,0,0,0,0,1,0,1,0,1,
1047,,6.0323e-12,1,0,0,0,0,0,1,0,1,1,0,
1048,,2.175e-09,1,0,0,0,0,0,1,0,1,1,1,
1049,,8.2367e-11,1,0,0,0,0,0,1,1,0,0,0,
1050,,6.5474e-11,1,0,0,0,0,0,1,1,0,0,1,
1051,,1.2762e-11,1,0,0,0,0,0,1,1,0,1,0,
1052,,2.7978e-07,1,0,0,0,0,0,1,1,0,1,1,
1053,,3.7028e-12,1,0,0,0,0,0,1,1,1,0,0,
1054,,5.13e-12,1,0,0,0,0,0,1,1,1,0,1,
1055,,6.3364e-16,1,0,0,0,0,0,1,1,1,1,0,
1056,,9.2135e-13,1,0,0,0,0,0,1,1,1,1,1,
1057,,8.3065e-08,1,0,0,0,0,1,0,0,0,0,0,
1058,,1.9347e-10,1,0,0,0,0,1,0,0,0,0,1,
1059,,8.7188e-11,1,0,0,0,0,1,0,0,0,1,0,
1060,,9.4802e-11,1,0,0,0,0,1,0,0,0,1,1,
1061,,7.7969e-08,1,0,0,0,0,1,0,0,1,0,0,
1062,,1.8476e-10,1,0,0,0,0,1,0,0,1,0,1,
1063,,3.6939e-12,1,0,0,0,0,1,0,0,1,1,0,
1064,,9.4015e-11,1,0,0,0,0,1,0,0,1,1,1,
1065,,8.2381e-11,1,0,0,0,0,1,0,1,0,0,0,
1066,,5.8132e-11,1,0,0,0,0,1,0,1,0,0,1,
1067,,9.4197e-14,1,0,0,0,0,1,0,1,0,1,0,
1068,,9.5512e-11,1,0,0,0,0,1,0,1,0,1,1,
1069,,3.6209e-12,1,0,0,0,0,1,0,1,1,0,0,
1070,,7.5449e-15,1,0,0,0,0,1,0,1,1,0,1,
1071,,2.6438e-16,1,0,0,0,0,1,0,1,1,1,0,
1072,,1.8922e-14,1,0,0,0,0,1,0,1,1,1,1,
1073,,1.1519e-07,1,0,0,0,0,1,1,0,0,0,0,
1074,,4.1535e-10,1,0,0,0,0,1,1,0,0,0,1,
1075,,1.1091e-07,1,0,0,0,0,1,1,0,0,1,0,
1076,,2.081e-06,1,0,0,0,0,1,1,0,0,1,1,
1077,,8.3123e-08,1,0,0,0,0,1,1,0,1,0,0,
1078,,2.0674e-06,1,0,0,0,0,1,1,0,1,0,1,
1079,,2.4518e-09,1,0,0,0,0,1,1,0,1,1,0,
1080,,2.0704e-06,1,0,0,0,0,1,1,0,1,1,1,
1081,,5.4253e-12,1,0,0,0,0,1,1,1,0,0,0,
1082,,1.0916e-11,1,0,0,0,0,1,1,1,0,0,1,
1083,,1.7973e-10,1,0,0,0,0,1,1,1,0,1,0,
1084,,2.9503e-07,1,0,0,0,0,1,1,1,0,1,1,
1085,,3.5658e-12,1,0,0,0,0,1,1,1,1,0,0,
1086,,2.5244e-13,1,0,0,0,0,1,1,1,1,0,1,
1087,,4.1472e-13,1,0,0,0,0,1,1,1,1,1,0,
1088,,3.3298e-10,1,0,0,0,0,1,1,1,1,1,1,
1089,,5.8309e-05,1,0,0,0,1,0,0,0,0,0,0,
1090,,5.8369e-08,1,0,0,0,1,0,0,0,0,0,1,
1091,,2.701e-09,1,0,0,0,1,0,0,0,0,1,0,
1092,,2.7079e-12,1,0,0,0,1,0,0,0,0,1,1,
1093,Start signal,0.00053956,1,0,0,0,1,0,0,0,1,0,0,
1094,,5.401e-07,1,0,0,0,1,0,0,0,1,0,1,
1095,,1.0034e-11,1,0,0,0,1,0,0,0,1,1,0,
1096,,1.0146e-14,1,0,0,0,1,0,0,0,1,1,1,
1097,,5.7996e-08,1,0,0,0,1,0,0,1,0,0,0,
1098,,6.0677e-11,1,0,0,0,1,0,0,1,0,0,1,
1099,,2.7105e-12,1,0,0,0,1,0,0,1,0,1,0,
1100,,3.7222e-12,1,0,0,0,1,0,0,1,0,1,1,
1101,,2.4686e-08,1,0,0,0,1,0,0,1,1,0,0,
1102,,2.4711e-11,1,0,0,0,1,0,0,1,1,0,1,
1103,,5.6464e-15,1,0,0,0,1,0,0,1,1,1,0,
1104,,1.7811e-16,1,0,0,0,1,0,0,1,1,1,1,
1105,,5.837e-08,1,0,0,0,1,0,1,0,0,0,0,
1106,,6.157e-11,1,0,0,0,1,0,1,0,0,0,1,
1107,,2.7116e-12,1,0,0,0,1,0,1,0,0,1,0,
1108,,3.7461e-12,1,0,0,0,1,0,1,0,0,1,1,
1109,,5.4022e-07,1,0,0,0,1,0,1,0,1,0,0,
1110,,9.629e-10,1,0,0,0,1,0,1,0,1,0,1,
1111,,1.8003e-14,1,0,0,0,1,0,1,0,1,1,0,
1112,,2.0832e-12,1,0,0,0,1,0,1,0,1,1,1,
1113,,5.8056e-11,1,0,0,0,1,0,1,1,0,0,0,
1114,,6.1206e-14,1,0,0,0,1,0,1,1,0,0,1,
1115,,2.7222e-15,1,0,0,0,1,0,1,1,0,1,0,
1116,,4.8437e-14,1,0,0,0,1,0,1,1,0,1,1,
1117,,2.4712e-11,1,0,0,0,1,0,1,1,1,0,0,
1118,,3.7827e-14,1,0,0,0,1,0,1,1,1,0,1,
1119,,6.1242e-18,1,0,0,0,1,0,1,1,1,1,0,
1120,,1.3138e-16,1,0,0,0,1,0,1,1,1,1,1,
1121,,5.8464e-08,1,0,0,0,1,1,0,0,0,0,0,
1122,,1.1629e-10,1,0,0,0,1,1,0,0,0,0,1,
1123,,2.7117e-12,1,0,0,0,1,1,0,0,0,1,0,
1124,,1.0648e-14,1,0,0,0,1,1,0,0,0,1,1,
1125,,4.2633e-06,1,0,0,0,1,1,0,0,1,0,0,
1126,,4.3733e-09,1,0,0,0,1,1,0,0,1,0,1,
1127,,9.0427e-12,1,0,0,0,1,1,0,0,1,1,0,
1128,,1.0565e-13,1,0,0,0,1,1,0,0,1,1,1,
1129,,5.8059e-11,1,0,0,0,1,1,0,1,0,0,0,
1130,,2.0291e-13,1,0,0,0,1,1,0,1,0,0,1,
1131,,2.721e-15,1,0,0,0,1,1,0,1,0,1,0,
1132,,4.3358e-15,1,0,0,0,1,1,0,1,0,1,1,
1133,,3.8695e-11,1,0,0,0,1,1,0,1,1,0,0,
1134,,1.8107e-13,1,0,0,0,1,1,0,1,1,0,1,
1135,,4.0879e-16,1,0,0,0,1,1,0,1,1,1,0,
1136,,1.1892e-17,1,0,0,0,1,1,0,1,1,1,1,
1137,,5.8583e-08,1,0,0,0,1,1,1,0,0,0,0,
1138,,6.7944e-12,1,0,0,0,1,1,1,0,0,0,1,
1139,,1.6845e-10,1,0,0,0,1,1,1,0,0,1,0,
1140,,1.1398e-10,1,0,0,0,1,1,1,0,0,1,1,
1141,,2.7282e-06,1,0,0,0,1,1,1,0,1,0,0,
1142,,4.3699e-09,1,0,0,0,1,1,1,0,1,0,1,
1143,,1.3384e-10,1,0,0,0,1,1,1,0,1,1,0,
1144,,2.0718e-09,1,0,0,0,1,1,1,0,1,1,1,
1145,,5.8147e-11,1,0,0,0,1,1,1,1,0,0,0,
1146,,3.5222e-15,1,0,0,0,1,1,1,1,0,0,1,
1147,,1.7198e-13,1,0,0,0,1,1,1,1,0,1,0,
1148,,1.3361e-11,1,0,0,0,1,1,1,1,0,1,1,
1149,,2.5238e-11,1,0,0,0,1,1,1,1,1,0,0,
1150,,6.6134e-15,1,0,0,0,1,1,1,1,1,0,1,
1151,,2.0599e-15,1,0,0,0,1,1,1,1,1,1,0,
1152,,1.0508e-13,1,0,0,0,1,1,1,1,1,1,1,
1153,,1.9721e-07,1,0,0,1,0,0,0,0,0,0,0,
1154,,3.4093e-10,1,0,0,1,0,0,0,0,0,0,1,
1155,,1.9656e-10,1,0,0,1,0,0,0,0,0,1,0,
1156,,5.7188e-12,1,0,0,1,0,0,0,0,0,1,1,
1157,,7.7873e-08,1,0,0,1,0,0,0,0,1,0,0,
1158,,7.8567e-11,1,0,0,1,0,0,0,0,1,0,1,
1159,,3.6731e-12,1,0,0,1,0,0,0,0,1,1,0,
1160,,3.8169e-15,1,0,0,1,0,0,0,0,1,1,1,
1161,,1.9803e-10,1,0,0,1,0,0,0,1,0,0,0,
1162,,5.8299e-11,1,0,0,1,0,0,0,1,0,0,1,
1163,,2.0709e-13,1,0,0,1,0,0,0,1,0,1,0,
1164,,1.9982e-10,1,0,0,1,0,0,0,1,0,1,1,
1165,,3.7123e-12,1,0,0,1,0,0,0,1,1,0,0,
1166,,6.6407e-15,1,0,0,1,0,0,0,1,1,0,1,
1167,,3.3081e-16,1,0,0,1,0,0,0,1,1,1,0,
1168,,3.8759e-15,1,0,0,1,0,0,0,1,1,1,1,
1169,,2.0264e-10,1,0,0,1,0,0,1,0,0,0,0,
1170,,1.1519e-07,1,0,0,1,0,0,1,0,0,0,1,
1171,,5.6415e-12,1,0,0,1,0,0,1,0,0,1,0,
1172,,1.1497e-07,1,0,0,1,0,0,1,0,0,1,1,
1173,,7.7983e-11,1,0,0,1,0,0,1,0,1,0,0,
1174,,5.7359e-10,1,0,0,1,0,0,1,0,1,0,1,
1175,,6.1516e-15,1,0,0,1,0,0,1,0,1,1,0,
1176,,2.3195e-12,1,0,0,1,0,0,1,0,1,1,1,
1177,,1.9863e-13,1,0,0,1,0,0,1,1,0,0,0,
1178,,1.0218e-11,1,0,0,1,0,0,1,1,0,0,1,
1179,,5.6428e-11,1,0,0,1,0,0,1,1,0,1,0,
1180,,1.2444e-06,1,0,0,1,0,0,1,1,0,1,1,
1181,,3.7221e-15,1,0,0,1,0,0,1,1,1,0,0,
1182,,1.3197e-13,1,0,0,1,0,0,1,1,1,0,1,
1183,,9.9574e-19,1,0,0,1,0,0,1,1,1,1,0,
1184,,6.6298e-14,1,0,0,1,0,0,1,1,1,1,1,
1185,,3.1172e-10,1,0,0,1,0,1,0,0,0,0,0,
1186,,5.4369e-13,1,0,0,1,0,1,0,0,0,0,1,
1187,,2.1201e-13,1,0,0,1,0,1,0,0,0,1,0,
1188,,8.1403e-14,1,0,0,1,0,1,0,0,0,1,1,
1189,,7.9309e-11,1,0,0,1,0,1,0,0,1,0,0,
1190,,1.9052e-13,1,0,0,1,0,1,0,0,1,0,1,
1191,,3.7635e-15,1,0,0,1,0,1,0,0,1,1,0,
1192,,9.8498e-14,1,0,0,1,0,1,0,0,1,1,1,
1193,,2.0321e-13,1,0,0,1,0,1,0,1,0,0,0,
1194,,5.9883e-14,1,0,0,1,0,1,0,1,0,0,1,
1195,,3.5533e-16,1,0,0,1,0,1,0,1,0,1,0,
1196,,3.1758e-12,1,0,0,1,0,1,0,1,0,1,1,
1197,,3.687e-15,1,0,0,1,0,1,0,1,1,0,0,
1198,,7.7575e-18,1,0,0,1,0,1,0,1,1,0,1,
1199,,2.8035e-19,1,0,0,1,0,1,0,1,1,1,0,
1200,,1.7479e-16,1,0,0,1,0,1,0,1,1,1,1,
1201,,6.4991e-12,1,0,0,1,0,1,1,0,0,0,0,
1202,,5.7637e-12,1,0,0,1,0,1,1,0,0,0,1,
1203,,2.2595e-10,1,0,0,1,0,1,1,0,0,1,0,
1204,,1.7786e-09,1,0,0,1,0,1,1,0,0,1,1,
1205,,8.0665e-11,1,0,0,1,0,1,1,0,1,0,0,
1206,,2.1634e-09,1,0,0,1,0,1,1,0,1,0,1,
1207,,2.5569e-12,1,0,0,1,0,1,1,0,1,1,0,
1208,,2.1691e-09,1,0,0,1,0,1,1,0,1,1,1,
1209,,7.5023e-16,1,0,0,1,0,1,1,1,0,0,0,
1210,,2.9753e-12,1,0,0,1,0,1,1,1,0,0,1,
1211,,3.3169e-12,1,0,0,1,0,1,1,1,0,1,0,
1212,,6.682e-08,1,0,0,1,0,1,1,1,0,1,1,
