Attractor #,Associated Cell Fate,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1,
1611,,6.5421e-12,1,1,0,0,1,0,0,1,0,1,0,
1612,,8.7745e-12,1,1,0,0,1,0,0,1,0,1,1,
1613,,8.3298e-08,1,1,0,0,1,0,0,1,1,0,0,
1614,,8.3526e-11,1,1,0,0,1,0,0,1,1,0,1,
1615,,1.4133e-14,1,1,0,0,1,0,0,1,1,1,0,
1616,,4.2777e-16,1,1,0,0,1,0,0,1,1,1,1,
1617,,1.4124e-10,1,1,0,0,1,0,1,0,0,0,0,
1618,,1.4153e-13,1,1,0,0,1,0,1,0,0,0,1,
1619,,2.7154e-15,1,1,0,0,1,0,1,0,0,1,0,
1620,,1.7325e-16,1,1,0,0,1,0,1,0,0,1,1,
1621,,8.3533e-08,1,1,0,0,1,0,1,0,1,0,0,
1622,,8.3632e-11,1,1,0,0,1,0,1,0,1,0,1,
1623,,1.0174e-15,1,1,0,0,1,0,1,0,1,1,0,
1624,,9.5512e-17,1,1,0,0,1,0,1,0,1,1,1,
1625,,1.4026e-10,1,1,0,0,1,0,1,1,0,0,0,
1626,,1.5114e-13,1,1,0,0,1,0,1,1,0,0,1,
1627,,6.5703e-15,1,1,0,0,1,0,1,1,0,1,0,
1628,,9.299e-15,1,1,0,0,1,0,1,1,0,1,1,
1629,,8.3386e-11,1,1,0,0,1,0,1,1,1,0,0,
1630,,8.3491e-14,1,1,0,0,1,0,1,1,1,0,1,
1631,,1.5508e-17,1,1,0,0,1,0,1,1,1,1,0,
1632,,4.3061e-18,1,1,0,0,1,0,1,1,1,1,1,
1633,,1.4598e-10,1,1,0,0,1,1,0,0,0,0,0,
1634,,4.3028e-13,1,1,0,0,1,1,0,0,0,0,1,
1635,,2.7162e-15,1,1,0,0,1,1,0,0,0,1,0,
1636,,1.2896e-17,1,1,0,0,1,1,0,0,0,1,1,
1637,,2.8521e-07,1,1,0,0,1,1,0,0,1,0,0,
1638,,4.5227e-10,1,1,0,0,1,1,0,0,1,0,1,
1639,,2.9381e-14,1,1,0,0,1,1,0,0,1,1,0,
1640,,4.4269e-17,1,1,0,0,1,1,0,0,1,1,1,
1641,,1.4027e-10,1,1,0,0,1,1,0,1,0,0,0,
1642,,1.3956e-10,1,1,0,0,1,1,0,1,0,0,1,
1643,,6.5708e-15,1,1,0,0,1,1,0,1,0,1,0,
1644,,1.6011e-14,1,1,0,0,1,1,0,1,0,1,1,
1645,,9.267e-11,1,1,0,0,1,1,0,1,1,0,0,
1646,,1.3967e-10,1,1,0,0,1,1,0,1,1,0,1,
1647,,2.7996e-17,1,1,0,0,1,1,0,1,1,1,0,
1648,,6.4211e-15,1,1,0,0,1,1,0,1,1,1,1,
1649,,1.4179e-10,1,1,0,0,1,1,1,0,0,0,0,
1650,,7.0808e-15,1,1,0,0,1,1,1,0,0,0,1,
1651,,1.7234e-13,1,1,0,0,1,1,1,0,0,1,0,
1652,,5.9815e-15,1,1,0,0,1,1,1,0,0,1,1,
1653,,8.6552e-08,1,1,0,0,1,1,1,0,1,0,0,
1654,,4.619e-12,1,1,0,0,1,1,1,0,1,0,1,
1655,,3.9442e-12,1,1,0,0,1,1,1,0,1,1,0,
1656,,9.4575e-14,1,1,0,0,1,1,1,0,1,1,1,
1657,,1.4048e-10,1,1,0,0,1,1,1,1,0,0,0,
1658,,1.6623e-13,1,1,0,0,1,1,1,1,0,0,1,
1659,,4.7641e-13,1,1,0,0,1,1,1,1,0,1,0,
1660,,1.0969e-11,1,1,0,0,1,1,1,1,0,1,1,
1661,,8.4164e-11,1,1,0,0,1,1,1,1,1,0,0,
1662,,1.8136e-13,1,1,0,0,1,1,1,1,1,0,1,
1663,,5.4991e-15,1,1,0,0,1,1,1,1,1,1,0,
1664,,8.3941e-14,1,1,0,0,1,1,1,1,1,1,1,
1665,,1.0336e-09,1,1,0,1,0,0,0,0,0,0,0,
1666,,1.1759e-12,1,1,0,1,0,0,0,0,0,0,1,
1667,,2.0285e-13,1,1,0,1,0,0,0,0,0,1,0,
1668,,6.0541e-14,1,1,0,1,0,0,0,0,0,1,1,
1669,,1.431e-08,1,1,0,1,0,0,0,0,1,0,0,
1670,,1.4324e-11,1,1,0,1,0,0,0,0,1,0,1,
1671,,6.457e-13,1,1,0,1,0,0,0,0,1,1,0,
1672,,6.468e-16,1,1,0,1,0,0,0,0,1,1,1,
1673,,1.3218e-09,1,1,0,1,0,0,0,1,0,0,0,
1674,,2.9772e-10,1,1,0,1,0,0,0,1,0,0,1,
1675,,1.3811e-12,1,1,0,1,0,0,0,1,0,1,0,
1676,,1.3191e-09,1,1,0,1,0,0,0,1,0,1,1,
1677,,1.4856e-11,1,1,0,1,0,0,0,1,1,0,0,
1678,,1.3231e-13,1,1,0,1,0,0,0,1,1,0,1,
1679,,1.2503e-15,1,1,0,1,0,0,0,1,1,1,0,
1680,,9.1048e-15,1,1,0,1,0,0,0,1,1,1,1,
1681,,1.035e-12,1,1,0,1,0,0,1,0,0,0,0,
1682,,5.2307e-12,1,1,0,1,0,0,1,0,0,0,1,
1683,,4.6037e-16,1,1,0,1,0,0,1,0,0,1,0,
1684,,5.2199e-12,1,1,0,1,0,0,1,0,0,1,1,
1685,,1.4325e-11,1,1,0,1,0,0,1,0,1,0,0,
1686,,4.0393e-14,1,1,0,1,0,0,1,0,1,0,1,
1687,,6.4735e-16,1,1,0,1,0,0,1,0,1,1,0,
1688,,1.0607e-16,1,1,0,1,0,0,1,0,1,1,1,
1689,,1.3232e-12,1,1,0,1,0,0,1,1,0,0,0,
1690,,2.9848e-13,1,1,0,1,0,0,1,1,0,0,1,
1691,,4.0349e-15,1,1,0,1,0,0,1,1,0,1,0,
1692,,5.7889e-11,1,1,0,1,0,0,1,1,0,1,1,
1693,,1.4872e-14,1,1,0,1,0,0,1,1,1,0,0,
1694,,2.7736e-16,1,1,0,1,0,0,1,1,1,0,1,
1695,,2.2006e-18,1,1,0,1,0,0,1,1,1,1,0,
1696,,1.8252e-17,1,1,0,1,0,0,1,1,1,1,1,
1697,,2.1917e-12,1,1,0,1,0,1,0,0,0,0,0,
1698,,5.1432e-15,1,1,0,1,0,1,0,0,0,0,1,
1699,,2.6565e-16,1,1,0,1,0,1,0,0,0,1,0,
1700,,6.6556e-17,1,1,0,1,0,1,0,0,0,1,1,
1701,,1.5366e-11,1,1,0,1,0,1,0,0,1,0,0,
1702,,4.5426e-14,1,1,0,1,0,1,0,0,1,0,1,
1703,,6.8355e-16,1,1,0,1,0,1,0,0,1,1,0,
1704,,6.7082e-18,1,1,0,1,0,1,0,0,1,1,1,
1705,,1.3221e-12,1,1,0,1,0,1,0,1,0,0,0,
1706,,1.7354e-12,1,1,0,1,0,1,0,1,0,0,1,
1707,,1.462e-15,1,1,0,1,0,1,0,1,0,1,0,
1708,,1.3345e-12,1,1,0,1,0,1,0,1,0,1,1,
1709,,1.5413e-14,1,1,0,1,0,1,0,1,1,0,0,
1710,,1.1904e-15,1,1,0,1,0,1,0,1,1,0,1,
1711,,1.1665e-18,1,1,0,1,0,1,0,1,1,1,0,
1712,,9.3861e-17,1,1,0,1,0,1,0,1,1,1,1,
1713,,8.4794e-13,1,1,0,1,0,1,1,0,0,0,0,
1714,,4.1824e-16,1,1,0,1,0,1,1,0,0,0,1,
1715,,2.2638e-13,1,1,0,1,0,1,1,0,0,1,0,
1716,,9.4939e-14,1,1,0,1,0,1,1,0,0,1,1,
1717,,1.4398e-11,1,1,0,1,0,1,1,0,1,0,0,
1718,,2.373e-13,1,1,0,1,0,1,1,0,1,0,1,
1719,,1.4718e-14,1,1,0,1,0,1,1,0,1,1,0,
1720,,9.8811e-14,1,1,0,1,0,1,1,0,1,1,1,
1721,,3.454e-15,1,1,0,1,0,1,1,1,0,0,0,
1722,,8.5103e-14,1,1,0,1,0,1,1,1,0,0,1,
1723,,1.7928e-12,1,1,0,1,0,1,1,1,0,1,0,
1724,,3.0261e-10,1,1,0,1,0,1,1,1,0,1,1,
1725,,1.4476e-14,1,1,0,1,0,1,1,1,1,0,0,
1726,,1.3879e-13,1,1,0,1,0,1,1,1,1,0,1,
1727,,1.5153e-15,1,1,0,1,0,1,1,1,1,1,0,
1728,,9.6128e-14,1,1,0,1,0,1,1,1,1,1,1,
1729,,1.4204e-10,1,1,0,1,1,0,0,0,0,0,0,
1730,,1.4219e-13,1,1,0,1,1,0,0,0,0,0,1,
1731,,2.716e-15,1,1,0,1,1,0,0,0,0,1,0,
1732,,3.125e-18,1,1,0,1,1,0,0,0,0,1,1,
1733,,8.4237e-08,1,1,0,1,1,0,0,0,1,0,0,
1734,,8.4322e-11,1,1,0,1,1,0,0,0,1,0,1,
1735,,8.2518e-16,1,1,0,1,1,0,0,0,1,1,0,
1736,,8.2604e-19,1,1,0,1,1,0,0,0,1,1,1,
1737,,1.9869e-10,1,1,0,1,1,0,0,1,0,0,0,
1738,,2.0966e-13,1,1,0,1,1,0,0,1,0,0,1,
1739,,9.3269e-15,1,1,0,1,1,0,0,1,0,1,0,
1740,,8.8573e-15,1,1,0,1,1,0,0,1,0,1,1,
1741,,8.4207e-11,1,1,0,1,1,0,0,1,1,0,0,
1742,,8.4437e-14,1,1,0,1,1,0,0,1,1,0,1,
1743,,1.9635e-17,1,1,0,1,1,0,0,1,1,1,0,
1744,,4.369e-19,1,1,0,1,1,0,0,1,1,1,1,
1745,,1.4219e-13,1,1,0,1,1,0,1,0,0,0,0,
1746,,3.7986e-16,1,1,0,1,1,0,1,0,0,0,1,
1747,,2.7268e-18,1,1,0,1,1,0,1,0,0,1,0,
1748,,6.0043e-19,1,1,0,1,1,0,1,0,0,1,1,
1749,,8.4326e-11,1,1,0,1,1,0,1,0,1,0,0,
1750,,8.4469e-14,1,1,0,1,1,0,1,0,1,0,1,
1751,,1.0264e-18,1,1,0,1,1,0,1,0,1,1,0,
1752,,1.0073e-19,1,1,0,1,1,0,1,0,1,1,1,
1753,,1.989e-13,1,1,0,1,1,0,1,1,0,0,0,
1754,,2.0988e-16,1,1,0,1,1,0,1,1,0,0,1,
1755,,9.368e-18,1,1,0,1,1,0,1,1,0,1,0,
1756,,9.5609e-18,1,1,0,1,1,0,1,1,0,1,1,
1757,,8.4296e-14,1,1,0,1,1,0,1,1,1,0,0,
1758,,8.4416e-17,1,1,0,1,1,0,1,1,1,0,1,
1759,,2.1343e-20,1,1,0,1,1,0,1,1,1,1,0,
1760,,4.3416e-21,1,1,0,1,1,0,1,1,1,1,1,
1761,,1.4959e-13,1,1,0,1,1,1,0,0,0,0,0,
1762,,4.3488e-16,1,1,0,1,1,1,0,0,0,0,1,
1763,,2.7801e-18,1,1,0,1,1,1,0,0,0,1,0,
1764,,1.3071e-20,1,1,0,1,1,1,0,0,0,1,1,
1765,,2.916e-10,1,1,0,1,1,1,0,0,1,0,0,
1766,,4.5921e-13,1,1,0,1,1,1,0,0,1,0,1,
1767,,3.8555e-17,1,1,0,1,1,1,0,0,1,1,0,
1768,,5.3687e-20,1,1,0,1,1,1,0,0,1,1,1,
1769,,1.9891e-13,1,1,0,1,1,1,0,1,0,0,0,
1770,,1.4016e-13,1,1,0,1,1,1,0,1,0,0,1,
1771,,9.3683e-18,1,1,0,1,1,1,0,1,0,1,0,
1772,,1.6174e-17,1,1,0,1,1,1,0,1,0,1,1,
1773,,9.4078e-14,1,1,0,1,1,1,0,1,1,0,0,
1774,,1.4015e-13,1,1,0,1,1,1,0,1,1,0,1,
1775,,4.005e-20,1,1,0,1,1,1,0,1,1,1,0,
1776,,6.4432e-18,1,1,0,1,1,1,0,1,1,1,1,
1777,,1.4262e-13,1,1,0,1,1,1,1,0,0,0,0,
1778,,7.1406e-18,1,1,0,1,1,1,1,0,0,0,1,
1779,,1.7796e-16,1,1,0,1,1,1,1,0,0,1,0,
1780,,6.3795e-18,1,1,0,1,1,1,1,0,0,1,1,
1781,,8.7354e-11,1,1,0,1,1,1,1,0,1,0,0,
1782,,4.6668e-15,1,1,0,1,1,1,1,0,1,0,1,
1783,,3.9807e-15,1,1,0,1,1,1,1,0,1,1,0,
1784,,9.9051e-17,1,1,0,1,1,1,1,0,1,1,1,
1785,,1.9915e-13,1,1,0,1,1,1,1,1,0,0,0,
1786,,1.695e-16,1,1,0,1,1,1,1,1,0,0,1,
1787,,6.9594e-16,1,1,0,1,1,1,1,1,0,1,0,
1788,,1.1012e-14,1,1,0,1,1,1,1,1,0,1,1,
1789,,8.5137e-14,1,1,0,1,1,1,1,1,1,0,0,
1790,,1.8195e-16,1,1,0,1,1,1,1,1,1,0,1,
1791,,6.0275e-18,1,1,0,1,1,1,1,1,1,1,0,
1792,,8.4197e-17,1,1,0,1,1,1,1,1,1,1,1,
1793,,4.9016e-09,1,1,1,0,0,0,0,0,0,0,0,
1794,,6.3357e-12,1,1,1,0,0,0,0,0,0,0,1,
1795,,3.9398e-12,1,1,1,0,0,0,0,0,0,1,0,
1796,,6.8394e-14,1,1,1,0,0,0,0,0,0,1,1,
1797,,1.8388e-08,1,1,1,0,0,0,0,0,1,0,0,
1798,,1.8409e-11,1,1,1,0,0,0,0,0,1,0,1,
1799,,8.3672e-13,1,1,1,0,0,0,0,0,1,1,0,
1800,,8.3844e-16,1,1,1,0,0,0,0,0,1,1,1,
1801,,1.2558e-09,1,1,1,0,0,0,0,1,0,0,0,
1802,,3.1079e-10,1,1,1,0,0,0,0,1,0,0,1,
1803,,1.3154e-12,1,1,1,0,0,0,0,1,0,1,0,
1804,,1.3315e-09,1,1,1,0,0,0,0,1,0,1,1,
1805,,1.5422e-11,1,1,1,0,0,0,0,1,1,0,0,
1806,,1.3806e-13,1,1,1,0,0,0,0,1,1,0,1,
1807,,1.1456e-15,1,1,1,0,0,0,0,1,1,1,0,
1808,,9.6184e-15,1,1,1,0,0,0,0,1,1,1,1,
1809,,4.9066e-12,1,1,1,0,0,0,1,0,0,0,0,
1810,,6.3978e-15,1,1,1,0,0,0,1,0,0,0,1,
1811,,4.1831e-15,1,1,1,0,0,0,1,0,0,1,0,
1812,,2.5216e-16,1,1,1,0,0,0,1,0,0,1,1,
1813,,1.8407e-11,1,1,1,0,0,0,1,0,1,0,0,
1814,,1.8682e-14,1,1,1,0,0,0,1,0,1,0,1,
1815,,8.4763e-16,1,1,1,0,0,0,1,0,1,1,0,
1816,,5.4661e-18,1,1,1,0,0,0,1,0,1,1,1,
1817,,1.2571e-12,1,1,1,0,0,0,1,1,0,0,0,
1818,,3.1111e-13,1,1,1,0,0,0,1,1,0,0,1,
1819,,1.4041e-15,1,1,1,0,0,0,1,1,0,1,0,
1820,,1.4094e-12,1,1,1,0,0,0,1,1,0,1,1,
1821,,1.5438e-14,1,1,1,0,0,0,1,1,1,0,0,
1822,,2.8317e-16,1,1,1,0,0,0,1,1,1,0,1,
1823,,1.9429e-18,1,1,1,0,0,0,1,1,1,1,0,
1824,,1.6026e-17,1,1,1,0,0,0,1,1,1,1,1,
1825,,6.0842e-12,1,1,1,0,0,1,0,0,0,0,0,
1826,,1.418e-14,1,1,1,0,0,1,0,0,0,0,1,
1827,,4.241e-15,1,1,1,0,0,1,0,0,0,1,0,
1828,,7.8677e-17,1,1,1,0,0,1,0,0,0,1,1,
1829,,1.9486e-11,1,1,1,0,0,1,0,0,1,0,0,
1830,,5.1483e-14,1,1,1,0,0,1,0,0,1,0,1,
1831,,8.719e-16,1,1,1,0,0,1,0,0,1,1,0,
1832,,3.4473e-18,1,1,1,0,0,1,0,0,1,1,1,
1833,,1.256e-12,1,1,1,0,0,1,0,1,0,0,0,
1834,,1.7576e-12,1,1,1,0,0,1,0,1,0,0,1,
1835,,1.393e-15,1,1,1,0,0,1,0,1,0,1,0,
1836,,1.3474e-12,1,1,1,0,0,1,0,1,0,1,1,
1837,,1.6046e-14,1,1,1,0,0,1,0,1,1,0,0,
1838,,1.2281e-15,1,1,1,0,0,1,0,1,1,0,1,
1839,,1.1206e-18,1,1,1,0,0,1,0,1,1,1,0,
1840,,9.8043e-17,1,1,1,0,0,1,0,1,1,1,1,
1841,,6.3069e-12,1,1,1,0,0,1,1,0,0,0,0,
1842,,1.5427e-15,1,1,1,0,0,1,1,0,0,0,1,
1843,,5.2683e-12,1,1,1,0,0,1,1,0,0,1,0,
1844,,2.5759e-14,1,1,1,0,0,1,1,0,0,1,1,
1845,,1.8635e-11,1,1,1,0,0,1,1,0,1,0,0,
1846,,1.4994e-13,1,1,1,0,0,1,1,0,1,0,1,
1847,,3.2467e-14,1,1,1,0,0,1,1,0,1,1,0,
1848,,5.1131e-15,1,1,1,0,0,1,1,0,1,1,1,
1849,,3.8326e-15,1,1,1,0,0,1,1,1,0,0,0,
1850,,8.8805e-14,1,1,1,0,0,1,1,1,0,0,1,
1851,,1.7195e-12,1,1,1,0,0,1,1,1,0,1,0,
1852,,3.1271e-10,1,1,1,0,0,1,1,1,0,1,1,
1853,,1.5189e-14,1,1,1,0,0,1,1,1,1,0,0,
1854,,1.4483e-13,1,1,1,0,0,1,1,1,1,0,1,
1855,,1.2835e-15,1,1,1,0,0,1,1,1,1,1,0,
1856,,1.0024e-13,1,1,1,0,0,1,1,1,1,1,1,
1857,,2.7999e-09,1,1,1,0,1,0,0,0,0,0,0,
1858,,2.8028e-12,1,1,1,0,1,0,0,0,0,0,1,
1859,,1.2569e-13,1,1,1,0,1,0,0,0,0,1,0,
1860,,1.2642e-16,1,1,1,0,1,0,0,0,0,1,1,
1861,,1.119e-07,1,1,1,0,1,0,0,0,1,0,0,
1862,,1.1201e-10,1,1,1,0,1,0,0,0,1,0,1,
1863,,1.3128e-15,1,1,1,0,1,0,0,0,1,1,0,
1864,,1.3143e-18,1,1,1,0,1,0,0,0,1,1,1,
1865,,1.5196e-10,1,1,1,0,1,0,0,1,0,0,0,
1866,,1.6347e-13,1,1,1,0,1,0,0,1,0,0,1,
1867,,7.1408e-15,1,1,1,0,1,0,0,1,0,1,0,
1868,,9.3573e-15,1,1,1,0,1,0,0,1,0,1,1,
1869,,8.833e-11,1,1,1,0,1,0,0,1,1,0,0,
1870,,8.8571e-14,1,1,1,0,1,0,0,1,1,0,1,
1871,,1.5298e-17,1,1,1,0,1,0,0,1,1,1,0,
1872,,4.5615e-19,1,1,1,0,1,0,0,1,1,1,1,
1873,,2.8028e-12,1,1,1,0,1,0,1,0,0,0,0,
1874,,2.8056e-15,1,1,1,0,1,0,1,0,0,0,1,
1875,,1.2617e-16,1,1,1,0,1,0,1,0,0,1,0,
1876,,1.3448e-19,1,1,1,0,1,0,1,0,0,1,1,
1877,,1.1202e-10,1,1,1,0,1,0,1,0,1,0,0,
1878,,1.1212e-13,1,1,1,0,1,0,1,0,1,0,1,
1879,,1.789e-18,1,1,1,0,1,0,1,0,1,1,0,
1880,,5.764e-21,1,1,1,0,1,0,1,0,1,1,1,
1881,,1.5212e-13,1,1,1,0,1,0,1,1,0,0,0,
1882,,1.6363e-16,1,1,1,0,1,0,1,1,0,0,1,
1883,,7.1737e-18,1,1,1,0,1,0,1,1,0,1,0,
1884,,9.9099e-18,1,1,1,0,1,0,1,1,0,1,1,
1885,,8.8424e-14,1,1,1,0,1,0,1,1,1,0,0,
1886,,8.8534e-17,1,1,1,0,1,0,1,1,1,0,1,
1887,,1.677e-20,1,1,1,0,1,0,1,1,1,1,0,
1888,,4.5096e-21,1,1,1,0,1,0,1,1,1,1,1,
1889,,2.8149e-12,1,1,1,0,1,1,0,0,0,0,0,
1890,,5.7429e-15,1,1,1,0,1,1,0,0,0,0,1,
1891,,1.2624e-16,1,1,1,0,1,1,0,0,0,1,0,
1892,,2.6248e-19,1,1,1,0,1,1,0,0,0,1,1,
1893,,4.9403e-10,1,1,1,0,1,1,0,0,1,0,0,
1894,,6.7387e-13,1,1,1,0,1,1,0,0,1,0,1,
1895,,4.4249e-16,1,1,1,0,1,1,0,0,1,1,0,
1896,,5.6967e-19,1,1,1,0,1,1,0,0,1,1,1,
1897,,1.5213e-13,1,1,1,0,1,1,0,1,0,0,0,
1898,,1.4614e-13,1,1,1,0,1,1,0,1,0,0,1,
1899,,7.1739e-18,1,1,1,0,1,1,0,1,0,1,0,
1900,,1.6991e-17,1,1,1,0,1,1,0,1,0,1,1,
1901,,9.8861e-14,1,1,1,0,1,1,0,1,1,0,0,
1902,,1.4618e-13,1,1,1,0,1,1,0,1,1,0,1,
1903,,4.8474e-20,1,1,1,0,1,1,0,1,1,1,0,
1904,,6.7206e-18,1,1,1,0,1,1,0,1,1,1,1,
1905,,2.8131e-12,1,1,1,0,1,1,1,0,0,0,0,
1906,,1.3367e-16,1,1,1,0,1,1,1,0,0,0,1,
1907,,7.8435e-15,1,1,1,0,1,1,1,0,0,1,0,
1908,,4.5513e-18,1,1,1,0,1,1,1,0,0,1,1,
1909,,2.1461e-10,1,1,1,0,1,1,1,0,1,0,0,
1910,,1.0305e-14,1,1,1,0,1,1,1,0,1,0,1,
1911,,1.0118e-14,1,1,1,0,1,1,1,0,1,1,0,
1912,,5.5807e-18,1,1,1,0,1,1,1,0,1,1,1,
1913,,1.5231e-13,1,1,1,0,1,1,1,1,0,0,0,
1914,,1.7423e-16,1,1,1,0,1,1,1,1,0,0,1,
1915,,5.6204e-16,1,1,1,0,1,1,1,1,0,1,0,
1916,,1.1602e-14,1,1,1,0,1,1,1,1,0,1,1,
1917,,8.9265e-14,1,1,1,0,1,1,1,1,1,0,0,
1918,,1.8987e-16,1,1,1,0,1,1,1,1,1,0,1,
1919,,5.87e-18,1,1,1,0,1,1,1,1,1,1,0,
1920,,8.7855e-17,1,1,1,0,1,1,1,1,1,1,1,
1921,,9.3719e-07,1,1,1,1,0,0,0,0,0,0,0,
1922,,9.4222e-10,1,1,1,1,0,0,0,0,0,0,1,
1923,,1.2512e-10,1,1,1,1,0,0,0,0,0,1,0,
1924,,5.1298e-11,1,1,1,1,0,0,0,0,0,1,1,
1925,,1.1358e-07,1,1,1,1,0,0,0,0,1,0,0,
1926,,1.1369e-10,1,1,1,1,0,0,0,0,1,0,1,
1927,,4.8459e-12,1,1,1,1,0,0,0,0,1,1,0,
1928,,4.8564e-15,1,1,1,1,0,0,0,0,1,1,1,
1929,,1.1277e-06,1,1,1,1,0,0,0,1,0,0,0,
1930,,6.0891e-08,1,1,1,1,0,0,0,1,0,0,1,
1931,,1.1781e-09,1,1,1,1,0,0,0,1,0,1,0,
1932,,1.1246e-06,1,1,1,1,0,0,0,1,0,1,1,
1933,,3.3215e-10,1,1,1,1,0,0,0,1,1,0,0,
1934,,6.1757e-13,1,1,1,1,0,0,0,1,1,0,1,
1935,,2.2346e-13,1,1,1,1,0,0,0,1,1,1,0,
1936,,1.2381e-13,1,1,1,1,0,0,0,1,1,1,1,
1937,,9.3817e-10,1,1,1,1,0,0,1,0,0,0,0,
1938,,9.5436e-13,1,1,1,1,0,0,1,0,0,0,1,
1939,,1.3107e-13,1,1,1,1,0,0,1,0,0,1,0,
1940,,5.9361e-14,1,1,1,1,0,0,1,0,0,1,1,
1941,,1.137e-10,1,1,1,1,0,0,1,0,1,0,0,
1942,,1.141e-13,1,1,1,1,0,0,1,0,1,0,1,
1943,,4.8594e-15,1,1,1,1,0,0,1,0,1,1,0,
1944,,4.9306e-18,1,1,1,1,0,0,1,0,1,1,1,
1945,,1.1288e-09,1,1,1,1,0,0,1,1,0,0,0,
1946,,6.0952e-11,1,1,1,1,0,0,1,1,0,0,1,
1947,,1.2434e-12,1,1,1,1,0,0,1,1,0,1,0,
1948,,1.1809e-09,1,1,1,1,0,0,1,1,0,1,1,
1949,,3.3249e-13,1,1,1,1,0,0,1,1,1,0,0,
1950,,8.9653e-16,1,1,1,1,0,0,1,1,1,0,1,
1951,,4.3535e-16,1,1,1,1,0,0,1,1,1,1,0,
1952,,1.9961e-16,1,1,1,1,0,0,1,1,1,1,1,
1953,,2.0989e-09,1,1,1,1,0,1,0,0,0,0,0,
1954,,4.626e-12,1,1,1,1,0,1,0,0,0,0,1,
1955,,1.8321e-13,1,1,1,1,0,1,0,0,0,1,0,
1956,,5.2817e-14,1,1,1,1,0,1,0,0,0,1,1,
1957,,1.1571e-09,1,1,1,1,0,1,0,0,1,0,0,
1958,,2.2222e-12,1,1,1,1,0,1,0,0,1,0,1,
1959,,4.2046e-14,1,1,1,1,0,1,0,0,1,1,0,
1960,,5.1082e-17,1,1,1,1,0,1,0,0,1,1,1,
1961,,1.1277e-09,1,1,1,1,0,1,0,1,0,0,0,
1962,,1.3043e-09,1,1,1,1,0,1,0,1,0,0,1,
1963,,1.233e-12,1,1,1,1,0,1,0,1,0,1,0,
1964,,1.1287e-09,1,1,1,1,0,1,0,1,0,1,1,
1965,,1.072e-12,1,1,1,1,0,1,0,1,1,0,0,
1966,,1.2733e-13,1,1,1,1,0,1,0,1,1,0,1,
1967,,1.9378e-16,1,1,1,1,0,1,0,1,1,1,0,
1968,,3.186e-16,1,1,1,1,0,1,0,1,1,1,1,
1969,,8.2287e-10,1,1,1,1,0,1,1,0,0,0,0,
1970,,4.1904e-14,1,1,1,1,0,1,1,0,0,0,1,
1971,,1.2082e-10,1,1,1,1,0,1,1,0,0,1,0,
1972,,2.9131e-12,1,1,1,1,0,1,1,0,0,1,1,
1973,,1.1632e-10,1,1,1,1,0,1,1,0,1,0,0,
1974,,5.5811e-13,1,1,1,1,0,1,1,0,1,0,1,
1975,,1.1524e-13,1,1,1,1,0,1,1,0,1,1,0,
1976,,7.5325e-16,1,1,1,1,0,1,1,0,1,1,1,
1977,,2.9935e-12,1,1,1,1,0,1,1,1,0,0,0,
1978,,1.5362e-12,1,1,1,1,0,1,1,1,0,0,1,
1979,,1.2293e-09,1,1,1,1,0,1,1,1,0,1,0,
1980,,6.2621e-08,1,1,1,1,0,1,1,1,0,1,1,
1981,,1.1634e-13,1,1,1,1,0,1,1,1,1,0,0,
1982,,2.7794e-13,1,1,1,1,0,1,1,1,1,0,1,
1983,,3.6462e-13,1,1,1,1,0,1,1,1,1,1,0,
1984,,2.6376e-13,1,1,1,1,0,1,1,1,1,1,1,
1985,,8.126e-10,1,1,1,1,1,0,0,0,0,0,0,
1986,,8.1343e-13,1,1,1,1,1,0,0,0,0,0,1,
1987,,8.8785e-15,1,1,1,1,1,0,0,0,0,1,0,
1988,,1.2127e-17,1,1,1,1,1,0,0,0,0,1,1,
1989,,7.0792e-07,1,1,1,1,1,0,0,0,1,0,0,
1990,,7.0863e-10,1,1,1,1,1,0,0,0,1,0,1,
1991,,6.2655e-15,1,1,1,1,1,0,0,0,1,1,0,
1992,,6.2719e-18,1,1,1,1,1,0,0,0,1,1,1,
1993,,5.838e-08,1,1,1,1,1,0,0,1,0,0,0,
1994,,5.8464e-11,1,1,1,1,1,0,0,1,0,0,1,
1995,,2.7755e-12,1,1,1,1,1,0,0,1,0,1,0,
1996,,7.389e-14,1,1,1,1,1,0,0,1,0,1,1,
1997,,8.2506e-10,1,1,1,1,1,0,0,1,1,0,0,
1998,,8.2624e-13,1,1,1,1,1,0,0,1,1,0,1,
1999,,5.4819e-15,1,1,1,1,1,0,0,1,1,1,0,
2000,,8.6941e-18,1,1,1,1,1,0,0,1,1,1,1,
2001,,8.1345e-13,1,1,1,1,1,0,1,0,0,0,0,
2002,,8.1474e-16,1,1,1,1,1,0,1,0,0,0,1,
2003,,9.1671e-18,1,1,1,1,1,0,1,0,0,1,0,
2004,,1.2695e-20,1,1,1,1,1,0,1,0,0,1,1,
2005,,7.0866e-10,1,1,1,1,1,0,1,0,1,0,0,
2006,,7.0933e-13,1,1,1,1,1,0,1,0,1,0,1,
2007,,7.9686e-18,1,1,1,1,1,0,1,0,1,1,0,
2008,,6.3935e-21,1,1,1,1,1,0,1,0,1,1,1,
