Attractor #,Associated Cell Fate,Steady State Probability,ATM,p53,Mdm2,MdmX,Wip1,Cyc G, Pten ,p21,AKT,Cyc E,RB,E2f1,p14ARF,BCL-2,Bax,Caspase,
34204,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,
34205,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,
34206,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,
34207,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,
34208,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,
34209,,2.0412e-14,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,
34210,,2.0506e-20,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,
34211,,6.2217e-17,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,
34212,,2.0557e-17,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,
34213,,2.1253e-14,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,
34214,,2.2147e-23,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,
34215,,4.3147e-17,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,
34216,,2.196e-20,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,
34217,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,
34218,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,
34219,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,
34220,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,
34221,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,
34222,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,
34223,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,
34224,,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,
34225,,2.2107e-08,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,
34226,,3.6422e-14,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,
34227,,5.2404e-10,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,
34228,,6.7427e-11,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,
34229,,4.6045e-07,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,
34230,,8.1746e-16,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,
34231,,1.2113e-09,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,
34232,,7.8154e-13,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,
34233,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,
34234,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,
34235,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,
34236,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,
34237,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,
34238,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,
34239,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,
34240,,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,
34241,,6.0028e-19,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,
34242,,5.3363e-23,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,
34243,,6.7996e-22,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,
34244,,2.7364e-20,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
34245,,5.2007e-19,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,
34246,,2.9513e-27,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,
34247,,5.2186e-22,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,
34248,,1.8258e-24,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,
34249,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,
34250,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,
34251,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,
34252,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,
34253,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,
34254,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,
34255,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,
34256,,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,
34257,,1.9086e-11,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,
34258,,9.4241e-15,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,
34259,,4.636e-14,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,
34260,,1.8167e-10,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,
34261,,4.4766e-13,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,
34262,,8.6334e-19,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,
34263,,4.7126e-16,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,
34264,,5.9021e-16,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,
34265,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,
34266,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,
34267,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,
34268,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,
34269,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,
34270,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,
34271,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,
34272,,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,
34273,,1.1451e-14,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,
34274,,5.1931e-19,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,
34275,,1.1467e-17,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,
34276,,2.4359e-21,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,
34277,,1.1416e-14,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,
34278,,2.4479e-23,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,
34279,,1.1429e-17,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
34280,,9.4968e-22,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,
34281,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,
34282,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,
34283,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,
34284,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,
34285,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,
34286,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,
34287,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,
34288,,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,
34289,,1.0139e-09,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,
34290,,4.5976e-14,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,
34291,,1.0396e-12,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,
34292,,1.7813e-14,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,
34293,,2.899e-10,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,
34294,,1.8626e-18,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,
34295,,3.2426e-13,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,
34296,,1.1804e-15,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,
34297,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,
34298,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,
34299,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,
34300,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,
34301,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,
34302,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,
34303,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,
34304,,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,
34305,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
34306,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
34307,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,
34308,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
34309,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,
34310,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,
34311,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,
34312,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,
34313,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,
34314,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,
34315,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,
34316,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,
34317,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,
34318,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,
34319,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,
34320,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,
34321,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
34322,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,
34323,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,
34324,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
34325,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,
34326,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,
34327,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,
34328,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,
34329,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
34330,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,
34331,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,
34332,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,
34333,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,
34334,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,
34335,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,
34336,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,
34337,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,
34338,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,
34339,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,
34340,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,
34341,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,
34342,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,
34343,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,
34344,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,
34345,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,
34346,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,
34347,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,
34348,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,
34349,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,
34350,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,
34351,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,
34352,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,
34353,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,
34354,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,
34355,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,
34356,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,
34357,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,
34358,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,
34359,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,
34360,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,
34361,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,
34362,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,
34363,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,
34364,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,
34365,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,
34366,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,
34367,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,
34368,,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,
34369,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,
34370,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,
34371,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,
34372,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,
34373,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,
34374,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,
34375,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,
34376,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,
34377,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,
34378,,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,
34379,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,
34380,,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,
34381,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,
34382,,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,
34383,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,
34384,,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,
34385,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,
34386,,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,
34387,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,
34388,,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,
34389,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,
34390,,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,
34391,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,
34392,,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,
34393,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,
34394,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,
34395,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,
34396,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,
34397,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,
34398,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,
34399,Proliferation,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,
34400,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,
34401,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,
34402,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,
34403,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,
34404,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,
34405,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,
34406,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,
34407,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,
34408,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,
34409,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,
34410,,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,
34411,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,
34412,,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,
34413,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,
34414,,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,
34415,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,
34416,,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,
34417,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,
34418,,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,
34419,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,
34420,,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,
34421,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,
34422,,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,
34423,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,
34424,,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,
34425,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,
34426,,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,
34427,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,
34428,,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,
34429,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,
34430,,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,
34431,Proliferation,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,
34432,,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,
34433,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
34434,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,
34435,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,
34436,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,
34437,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,
34438,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,
34439,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,
34440,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,
34441,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,
34442,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,
34443,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,
34444,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,
34445,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,
34446,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,
34447,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,
34448,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,
34449,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,
34450,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,
34451,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,
34452,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,
34453,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,
34454,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,
34455,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,
34456,,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,
34457,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,
34458,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,
34459,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,
34460,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,
34461,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,
34462,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,
34463,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,
34464,,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,
34465,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,
34466,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,
34467,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,
34468,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,
34469,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,
34470,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,
34471,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,
34472,,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,
34473,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,
34474,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,
34475,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,
34476,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,
34477,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,
34478,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,
34479,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,
34480,,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,
34481,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,
34482,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,
34483,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,
34484,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,
34485,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,
34486,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,
34487,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,
34488,,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,
34489,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,
34490,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,
34491,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,
34492,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,
34493,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,
34494,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,
34495,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,
34496,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,
34497,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,
34498,,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,
34499,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,
34500,,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,
34501,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,
34502,,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,
34503,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,
34504,,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,
34505,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,
34506,,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,
34507,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,
34508,,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,
34509,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,
34510,,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,
34511,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,
34512,,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,
34513,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,
34514,,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,
34515,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,
34516,,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,
34517,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,
34518,,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,
34519,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,
34520,,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,
34521,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,
34522,,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,
34523,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,
34524,,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,
34525,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,
34526,,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,
34527,Proliferation,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,
34528,,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,
34529,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,
34530,,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,
34531,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,
34532,,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,
34533,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,
34534,,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,
34535,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,
34536,,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,
34537,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,
34538,,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,
34539,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,
34540,,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,
34541,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,
34542,,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,
34543,Proliferation,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,
34544,,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,
